text,label,date
Best burgers hands down,5,3 weeks ago
"(Translated by Google) My mother, what a burger, I ate. The best place to eat in London.

(Original)
Madre mía vaya serrranito de hamburguesa me he comido. El mejor sitio para comer en Londres.",5,3 weeks ago
Delicious !!!,5,3 weeks ago
 ,2,3 weeks ago
 ,5,3 weeks ago
 ,3,3 weeks ago
 ,5,3 weeks ago
 ,4,3 weeks ago
 ,3,3 weeks ago
 ,5,3 weeks ago
 ,4,3 weeks ago
"(Translated by Google) Service too slow considering that we speak of a fast food. Poor quality food.

(Original)
Servizio troppo lento considerando che si parla di un fast food. Cibo di qualità mediocre.",1,3 weeks ago
 ,5,3 weeks ago
 ,5,3 weeks ago
Yum.,4,3 weeks ago
 ,5,3 weeks ago
 ,3,3 weeks ago
 ,4,3 weeks ago
 ,1,3 weeks ago
 ,3,3 weeks ago
 ,4,3 weeks ago
 ,4,3 weeks ago
Overpriced,3,3 weeks ago
 ,3,3 weeks ago
 ,3,3 weeks ago
The best cips ever,5,3 weeks ago
 ,5,3 weeks ago
 ,5,3 weeks ago
This is a bad experience. I ordered Meister Shack and fries. The burger's meat tasted very dry and overcooked. Don't come here and try anything.,1,3 weeks ago
"(Translated by Google) Too bad it is so complicated to find a table to enjoy your Burger

(Original)
Dommage que cela soit si compliqué pour trouver une table pour deguster son Burger",5,3 weeks ago
 ,2,3 weeks ago
 ,5,3 weeks ago
 ,4,3 weeks ago
 ,5,3 weeks ago
Fantastic food. the burgers and chips must be tried. I first visited this place as my daughter said how good it was. Deserved 5 stars,5,4 weeks ago
Pretty good actually. not expected for a burger restaurant in a touristic area in central London. They serve halal chicken as well and the cheesy fries were awesome. It's much better than any other burger I tried in london,4,4 weeks ago
The food is good but this place is always crazy busy. They are not very fast either. The 5 guys down the street is faster and better quality. If choose that over this shake shack.,3,4 weeks ago
 ,5,4 weeks ago
So great,5,4 weeks ago
 ,5,4 weeks ago
Great burgers and sides.,5,4 weeks ago
 ,4,4 weeks ago
 ,3,4 weeks ago
 ,3,4 weeks ago
 ,4,4 weeks ago
 ,5,4 weeks ago
 ,5,a month ago
 ,4,a month ago
 ,5,a month ago
 ,5,a month ago
 ,4,a month ago
 ,5,a month ago
Big mess all around,2,a month ago
 ,5,a month ago
Very good burger.,5,a month ago
 ,4,a month ago
"So busy but I do like the cheeseburger,and the milkshake is the boss",4,a month ago
 ,5,a month ago
"(Translated by Google) Delicious

(Original)
Délicieux",4,a month ago
Good for fast food.,3,a month ago
"(Translated by Google) Exquisite

(Original)
Exquisito",4,a month ago
Great place for burgers..,5,a month ago
"(Translated by Google) Delicious! Employees welcoming and smiling. Very affordable price and very well placed in Leicester Square. I recommend

(Original)
Délicieux! Employés accueillant et souriant. Prix très abordable et très bien placé à Leicester Square. Je recommande",5,a month ago
 ,5,a month ago
"(Translated by Google) Do not come to eat when there are too many people, the burgers are cold ...

(Original)
Ne pas venir manger quand il y a trop de monde, les burgers sont froid...",1,a month ago
Best burgers in town!,5,a month ago
"(Translated by Google) Great food is worth the money!

(Original)
Καταπληκτικό φαγητο αξιζει τα χρήματα!",5,a month ago
 ,5,a month ago
 ,5,a month ago
"(Translated by Google) The best hamburger in the world

(Original)
La mejor hamburguesa del mundo",5,a month ago
"Best burger I've ever had, the staff were also very friendly and helpful, the place was very clean and the way they serve with the technology that alerts you when it's your turn was very good. Wish - the chips were not as good as somewhere …",4,a month ago
 ,3,a month ago
Very good milkshake!,5,a month ago
 ,5,a month ago
 ,5,a month ago
 ,5,a month ago
Dirty,2,a month ago
 ,5,a month ago
"No vegan options, my friend tried asking for the only non meat burger (shroom burger) without cheese so she could eat to be informed that it's not possible as the mushroom is stuffed with cheese. 
She only ordered a coke. She waited 15 …",1,a month ago
"super greasy, not for me",3,a month ago
"(Translated by Google) I didn't eat it in Korea, but I've eaten burgers for the first time in London. But the facilities were big and the bathroom was ok!

(Original)
한국에서도 안 먹어보고 런던에서 처음으로 쉑쉑버거 먹어봤는데 저는 그냥 그러네요 ㅠㅠ 레몬에이드는 맛있었어요! 그래도 시설은 크기도 하고 화장실도 괜찮았어요!",4,a month ago
"Love love love!
This is one of the best burgers in town!",5,a month ago
 ,3,a month ago
 ,5,a month ago
 ,1,a month ago
 ,5,a month ago
 ,5,a month ago
"Firstly the service was very tiring, the electronic tracking device they given us made me feel as if I were waiting to be seen by a doctor. People were fighting for seating upstairs, only two toilet cubicles were in working order. …",1,a month ago
"Small Burger, good portion frise.",3,a month ago
 ,5,a month ago
 ,5,a month ago
Food is great! Same as the states... But upstairs I'm not sure what was going on with the HVAC system... As you get to the top of the stairs you get a waft of gym sweat air luckily I got used to it as we waited for the food. Went to grab it …,4,a month ago
 ,4,a month ago
 ,5,a month ago
 ,5,a month ago
 ,4,a month ago
"(Translated by Google) Really good. Coming again soon

(Original)
Virkelig godt. Kommer snart igen",5,a month ago
"(Translated by Google) Pure brand Nothing new, very normal

(Original)
Pura marca. Nada nuevo,  muy normal",2,a month ago
 ,4,a month ago
 ,5,a month ago
"Fries was warm but not hot enough to be enjoyed. The shackmeister ale was watered down. Staff didn't seem to thrilled to be working. Might have just been an off evening as it was pretty busy. But, for my first time visiting this place, it wasn't the best experience.",2,a month ago
"(Translated by Google) Fine burger, good fries

(Original)
המבורגר בסדר, צ'יפס טוב",3,a month ago
 ,5,a month ago
 ,3,a month ago
Pricey but damn thats a good burger,4,a month ago
 ,5,a month ago
"Considering it was busy, they managed to organise the queue pretty quick with the buzzers notifications.  Food was okay",4,a month ago
Burnt burger meat. Forgot the tomatoes/pickles/salad for my double cheesburger. Cold fries. Will not return.,1,a month ago
 ,4,a month ago
 ,5,a month ago
"(Translated by Google) Perfect, the meat is very tasty We ate the most delicious entree burger there

(Original)
מושלם, הבשר טעים מאוד אכלנו המבורגר אנטריקות הכי טעים שיש",5,a month ago
"(Translated by Google) Good and fast for the mudi

(Original)
Bien et rapide pour le mudi",4,a month ago
"Great food and fast service, bit pricey but you pay for quality!",4,a month ago
 ,5,a month ago
"There were quite a few people sleeping in the booths and at the tables, no staff we around to help attempt to find a seat for us, we ended up going to five guys down the road, it's a pity as this was my first look at shake shack and I was hugely disappointed.",1,a month ago
 ,1,a month ago
 ,4,a month ago
 ,5,a month ago
 ,5,a month ago
Pensa num lanche gostoso,5,a month ago
 ,5,a month ago
Preços bem elevados e a qualidade deixa a desejar. Mas valeu para conhecer.,5,a month ago
 ,5,a month ago
"(Translated by Google) Perfect burger

(Original)
המבורגר מושלם😁😁😁",5,a month ago
"It’s basic. Had shake and custard and it’s basic. Nothing above the fast food standard, nothing to talk about.",3,a month ago
 ,5,a month ago
Precooked but still delicious,4,a month ago
 ,5,a month ago
"(Translated by Google) Delicious sandwich compared to MacDonald too. And the fantastic chips. Recommended!

(Original)
Panino buonissimo rispetto anche al MacDonald. E le patatine fantastiche. Consigliato!",4,a month ago
"Great food as always, way too busy though.",4,a month ago
 ,5,a month ago
"(Translated by Google) Shake Shack is without doubt the best fast food in the world. Exciting sandwiches and the one at Leicester Square often stays open late for memorable midnight burgers!

(Original)
Shake Shack é senza dubbio il miglior …",5,a month ago
My favourite,5,a month ago
 ,5,a month ago
 ,5,a month ago
"(Translated by Google) I expected something like McDonald's or Burger King, but this much better. I was pleasantly surprised.

(Original)
Me esperaba algo como McDonald's o Burger King, pero esta mucho mejor. Me sorprendió gratamente.",4,a month ago
Delicious,5,a month ago
 ,4,a month ago
 ,3,a month ago
 ,4,a month ago
 ,5,a month ago
 ,4,a month ago
Really good food. However very small portions for the amount of money you spent there.,4,a month ago
 ,3,a month ago
 ,4,a month ago
 ,3,a month ago
 ,2,a month ago
 ,5,a month ago
 ,5,a month ago
 ,4,a month ago
 ,5,a month ago
 ,5,a month ago
Nice burger with very good price. Open 24h which is rare in region for this kind of offer,4,a month ago
 ,5,a month ago
 ,5,a month ago
"Good fast food
Too many people",4,a month ago
 ,4,a month ago
 ,5,a month ago
 ,4,a month ago
 ,3,a month ago
 ,4,a month ago
 ,5,a month ago
 ,3,a month ago
 ,4,a month ago
Very tasty. The Shroom burger was really nice. Original fries. It isn't cheap but it offers a superior quality and all the cooks wear gloves when making burgers and preparing food which is very nice too.,5,a month ago
"(Translated by Google) I loved it

(Original)
Mi è piaciuto molto",5,a month ago
 ,2,a month ago
 ,5,a month ago
 ,4,a month ago
"(Translated by Google) Amazing pub, amazing ribs. Simply classic England 👍👍👍👍👍. Stop and taste.

(Original)
Úžasná hospoda, úžasná žebra. Prostě klasická Anglie 👍👍👍👍👍. Zastavte se a ochutnejte.",5,a month ago
 ,5,a month ago
 ,5,a month ago
 ,5,a month ago
 ,5,a month ago
 ,3,a month ago
 ,5,a month ago
Not bad,4,a month ago
Good food but very bud organised,2,a month ago
 ,3,a month ago
 ,4,a month ago
Best burger around 🍔🍟,5,a month ago
 ,5,a month ago
a REALLY bad one...,1,a month ago
 ,4,a month ago
 ,5,a month ago
 ,3,a month ago
"(Translated by Google) Hamburger was delicious !!
Let's make chocolate shake !! Potato chips are saw ~
And put the burger on top of the menu

(Original)
햄버거 맛있었어요!!
초코쉐이크 꼭 시키세요!! 감자칩은 쏘쏘~
버거는 메뉴판 맨 위에꺼랑 바로 아래꺼 시키세용ㅎㅎ",5,a month ago
 ,5,a month ago
Bom para quem gosta de hambúrgueres,4,a month ago
 ,4,a month ago
"The security staff think its a top nightclub in the west end and are very rude
I saw at least 3 incidents with rude security whilst waiting to be served
My family will not be going there again",1,a month ago
 ,1,a month ago
Nice truffle chick burger as well as the black truffle fries. Worthed every penny,5,a month ago
(Translated by Google) Hahamburguesa very good but very expensive to be a self service site that took 30 minutes to get the burgers in total and did not include the potatoes and charged me more than 10 pounds! I do not recommend it …,2,a month ago
 ,5,a month ago
They've taken the fast food concept of others and mucked it up.,2,a month ago
 ,4,a month ago
 ,5,a month ago
 ,5,a month ago
Yum burgers! You've got to eat them with a milkshake ☺️,4,a month ago
 ,5,a month ago
"(Translated by Google) Quality food, but exorbitant prices. Simple meal for 5 people € 82. Simple customer service.

(Original)
Comida de calidad, pero precios desorbitados. Comida sencilla para 5 personas 82€. Atención al cliente sencilla.",2,a month ago
 ,5,a month ago
"(Translated by Google) Small burgers, high prices, medium taste. Overrated

(Original)
Hamburger piccoli, prezzi alti, gusto medio. Sopravvalutato",3,a month ago
"(Translated by Google) An expensive place that is comparable to fast food in quality.
Passing it off as one of London's best burgers is scary ...

(Original)
Un posto costoso che è paragonabile ad un fast food come qualità.
Spacciarlo per uno dei migliori hamburger di Londra fa paura...",2,a month ago
"Here on New Year’s Eve and service was atrocious, paid to eat in but when going to sit upstairs they closed it off but strangely security allowed odd few people to go up. My food didn’t arrive after 30mins and after waiting patiently I …",1,a month ago
 ,4,a month ago
"Fries were really good, burgers are tasty but a bit small for the price and there aren't too many options to customise (most burgers are a variation of the same ingredients)",4,a month ago
 ,5,a month ago
 ,5,a month ago
 ,4,a month ago
 ,5,a month ago
 ,5,a month ago
 ,5,a month ago
 ,1,a month ago
 ,5,a month ago
 ,5,a month ago
 ,3,a month ago
"The food seemed to be better in the past, however it's still good. But it's always very crowded",3,a month ago
The best,5,a month ago
 ,5,a month ago
"(Translated by Google) The crowds were so crowded that it was difficult to set up and the staff looked very busy. Shake shack to believe and eat anyway. It was delicious ~

(Original)
사람이 많이 붐벼서 자리 잡기가 힘들었고 직원들이 매우 바빠보였음. 어쨌든 믿고 먹는 Shake shack. 맛있었어요~",5,a month ago
 ,3,a month ago
 ,5,a month ago
 ,5,a month ago
 ,5,2 months ago
 ,2,2 months ago
 ,2,2 months ago
 ,3,2 months ago
"If you're really hungry and don't have a lot of time, I guess you can go... Too expensive for fast food and the food is really nothing special. They're plenty other fast food places around, some with better shakes, better burgers, and cheeper. I still eat sometimes here..",3,2 months ago
Great burger wow,5,2 months ago
