text,label,date
"(Translated by Google) London's Chinatown restaurants are really good.
I ate duck and ate it, and the whole family went from seasoning to meat.
The ceiling is very low and the condition is very small.

(Original)
런던의 차이나타운 음식점들 정말 맛있다. 
오리요리를 시켜서 먹었는데, 양념부터 고기까지 같이 간 가족 모두 만족하며 먹었다. 
천장고가 매우낮고 매우 협소한 가게 컨디션은 조금 흠이지만, 런던이니까",4,4 weeks ago
 ,5,4 weeks ago
 ,5,a month ago
"Good food, pleasant service",4,a month ago
 ,5,a month ago
 ,5,a month ago
 ,2,a month ago
 ,4,a month ago
Who is the head chef?,4,a month ago
 ,5,a month ago
 ,3,a month ago
"Very good food, need to improve their service. Also, majority (not all) staff is a bit rude",4,a month ago
 ,4,a month ago
 ,4,a month ago
"(Translated by Google) Great disappointment of the service !!! I will never.

(Original)
Grande deception du service !!!  Je n'irai plus jamais.",1,a month ago
 ,4,a month ago
 ,5,a month ago
Good food...,4,a month ago
"(Translated by Google) A unique place worth visiting but the greatest charm on Saturdays and Sundays, there is always something going on.

(Original)
Miejsce jedyne w swoim rodzaju warte odwiedzenia ale urok największy w soboty i niedziele, zawsze coś się dzieje.",5,a month ago
 ,4,a month ago
Most boring place I have seen,1,a month ago
"The pork was not tasty , need some more vinegars and sugar, this restaurant used to be a good one but after changing the management pork dishes lost his original taste",2,a month ago
 ,4,a month ago
 ,1,a month ago
 ,5,a month ago
 ,5,a month ago
 ,3,a month ago
"(Translated by Google) Not bad Four point is good value for money

(Original)
나쁘지 않음 4점은 가성비 좋다는말",4,a month ago
 ,4,a month ago
"(Translated by Google) The lousy service, it takes almost 1h to assist you and bring you the food, they do not warn until it is time to pay that the minimum card is £ 10, the service is very bad, they treat as if you did not exist, and we …",1,a month ago
AVOID! Tourist trap. Avoid restaurants who have waitresses entincing us to walk in. Had about five Dim Sum plates and two bigger dishes for a 100£! Most of their Dim Sum menu was sold out which I do undertsand considering the time we got in …,1,a month ago
 ,4,a month ago
 ,5,a month ago
"(Translated by Google) Very large starters and main dishes. You have something for everyone, soups, noodles, rice, meat fish, vegetables.
Various formulas available

(Original)
Carte très larde d entrée et plats. Vous en avez pour tous les goûts, soupes, nouilles, riz, viande poissons légumes.
Divers formules disponibles",4,a month ago
 ,4,a month ago
"(Translated by Google) Delicious food but very chaotic. Staff was very busy and showed it too. I had to ask for an ice cube three times before I got it

(Original)
Heerlijk gegeten maar erg chaotisch. Personeel was heel erg druk en liet dat ook merken. Heb drie keer om een ijsklontje moeten vragen alvoor ik het kreeg",4,a month ago
 ,5,a month ago
 ,4,a month ago
"Tons of  buffet food, very cheap at £5.00 pp. As we ate full plates 5 times.",5,a month ago
 ,3,a month ago
 ,5,a month ago
 ,5,a month ago
"good place for a quick meal, portion sizes could be bigger however.",3,a month ago
"(Translated by Google) Many supplements were added to make the food tastier. So also a big bill.

(Original)
Er kwamen veel supplementen bij om het eten lekkerder te krijgen. Dus ook een dikke rekening.",1,a month ago
 ,1,a month ago
Delicious,5,a month ago
"(Translated by Google) recommend

(Original)
Polecam",5,a month ago
Food just about warm. Not cheap. / disappointed.,3,a month ago
I love. The prices were balanced and The food was very nice,5,a month ago
Worth trying,5,a month ago
 ,5,a month ago
 ,3,a month ago
"(Translated by Google) Poor service. The waitress wearing glasses has a strange pronunciation. If she does not understand her pronunciation, she still has a bad face. Is it necessary to give such a response? I ca n’t understand the …",2,a month ago
 ,4,a month ago
"A man server is very rude and inspite of it, they even forced me to pay 10% tips. Whenever my family placed additional orders, the rude man server sighed and told us why we didn't order at one time. The service was terrible and the rude server must be psycho.",1,a month ago
5 of us had a dinner there while we visited London.  Food was average however portion of food was very small and also the rice to server us was cold. The restaurant even charged each of us on tap water. End up it was a very expensive …,1,a month ago
"The food and the wine was great but the service was poor (the table next to us provided much entertainment with the service they got). The dim sum was a little expensive, there were only 4 veggie options and a lot of that menu had sold out.",3,a month ago
 ,2,a month ago
Great value! Great food!,5,a month ago
"CHECK YOUR BILL VERY CAREFULLY. Last two times I’ve been I felt the bill wasn’t quite right. This time I demanded an itemised bill, as again it didn’t add up (they don’t provide a list of prices on the receipt which is VERY suspect). Lo and …",1,a month ago
Enjoyed London China town music and dance,5,a month ago
"A little bit expensive, but good food. I recommend the menu with duck.",4,a month ago
"One of the worst Chinatown experiences we've had. Very poor service, the soups we were brought were cold, the dishes were overpriced with small servings, and the quality of the meal itself was below average.",1,a month ago
"Bad food, & service - dont waste your time and money.

Bad service throughout, taking 50 minutes for our food to come, only to be served cold. 2 guests had to leave due to such a large delay in the serving time of the food. The food was …",1,a month ago
"Food was okay here. The rice portion was small compared to the last time. It was a plate size, this time a bowl. Some food delivered not ordered and what we ordered come later.
As for the bill. Well there was a service charge not indicated …",3,a month ago
 ,3,a month ago
"(Translated by Google) Catastrophic you are served like a slave!
You want to have at least 20 pounds of consumption!

(Original)
Katastrophal man wird bedient wie ein Sklave!
Sie wollen 20 Pound mindest Konsumation haben!!!",1,a month ago
 ,5,a month ago
 ,5,a month ago
 ,4,a month ago
"(Translated by Google) Indeed, bold and a big doubt on the homemade, very average service

(Original)
Effectivement, gras et un gros doute sur le fait maison, service très moyen",1,a month ago
"(Translated by Google) Very unkind and noisy.

(Original)
엄청 불친절하고 시끄럽습니다.",2,a month ago
 ,4,a month ago
 ,4,a month ago
"(Translated by Google) It eats very well and have good price. The deal is good.

(Original)
Se come muy bien y tiene buen precio. El trato es bueno.",5,a month ago
Chaotic fun & good food,4,a month ago
 ,5,a month ago
"The worst dining experience in over 30 years. Bland individual dishes came out one at a time with long waits in between, the wrong food was bought to our table multiple times (despite taping what we'd ordered to the table and crossing it …",1,a month ago
"(Translated by Google) No good eatery. They wanted us to order more food than we did. They threatened to expose us to long waiting times if we did not fulfill their wishes. We did not order more food and thus had to wait. As a thank you, …",1,2 months ago
"Crispy aromatic duck was of great quality.
Service was satisfactory.
Overall a good experience!",4,2 months ago
