text,label,date
Humble and good honest Japanese fayre.  No tips policy just like Japan and all the waiting staff know Japanese.,4,2 weeks ago
"(Translated by Google) Very good experience! Ample schedule, very good food and the right price. They bring you free tea and snack upon arrival :) I will be back for sure!

(Original)
¡Muy buena experiencia! Un horario amplio, la comida muy buena y el precio correcto. A parte te traen té y snack gratis al llegar :) ¡Volveré seguro!",5,2 weeks ago
Salmon Don was very nice but was jealous of my girlfriends bento box!,4,2 weeks ago
 ,5,2 weeks ago
 ,4,2 weeks ago
 ,4,2 weeks ago
 ,4,2 weeks ago
"Amazing food. I have not been for almost 10 years, and the food and service is still as good now as it was then. Well worth a visit.",5,2 weeks ago
 ,5,2 weeks ago
"Expected a lot more. The food was pretty bland and had a nicer katsu from wasabi, which says a lot.",3,2 weeks ago
"Good value for money for the area, nice clean place with friendly staff. Would like to have had a full meal but only had time for starters 😔 see you soon 👍🏾",4,2 weeks ago
"Good food and polite/welcoming staff. A nice change compared to the rest of China town. It's quite a small diner though, may be difficult to get a table.",4,3 weeks ago
 ,4,3 weeks ago
"Tokyo diner is very popular and it's not unusual to queue for a table. The surroundings are basic, but the food is generously portioned, tasty and very reasonably priced. With friendly staff, free green tea and miso soup with each dish ordered, what's not to like? Definitely worth a visit.",4,3 weeks ago
 ,5,3 weeks ago
"Very tasty Maki and good Udon. Small seating area, may have to wait outside, but worth it.",5,3 weeks ago
"Small diner, seems very authentic, very good portion prices (you can ask for extra noodles or rice at the time of ordering for free) and quick service. Don't take tips as customary in Japan. Be prepared for a little bit of a wait",5,3 weeks ago
A very London Chinatown institution.,4,3 weeks ago
"(Translated by Google) Excellent Japanese restaurant with typical home cooking. It offers several Japanese dishes, all very good. You spend around £ 15 each. Definitely recommended! We go back every time we are in London.

(Original)
Ottimo …",5,3 weeks ago
Have been going regularly for 6+ years and I never grow tired. I really can't find a better Japanese restaurant in London and the curry warms my heart ♥,5,3 weeks ago
"Delicious, authentic Japanese food, friendly staff and a cosy atmosphere. The minimalistic menu is also a fantastic idea - everything is delicious and reasonably priced. Looking forward to coming here again!",5,3 weeks ago
 ,5,3 weeks ago
 ,5,3 weeks ago
"Authentic Japanese diner with a simple menu, but amazing quality. Having lived in Japan for a while, I really appreciate proper Japanese homey food and atmosphere like this. You might need to queue sometimes to get in.",5,3 weeks ago
 ,5,3 weeks ago
Taste wise there is a room for improvement,3,3 weeks ago
"I have been coming here for years, one of my favorite places to eat.  On the edge of China town.

I have always enjoyed the food and the atmosphere. When l have Japanese friends visiting, l bring them here, as they can order in their own …",5,4 weeks ago
 ,4,4 weeks ago
Japanese's chef graduates gaining experience overseas in London. done perfectly,5,4 weeks ago
 ,5,a month ago
 ,5,a month ago
 ,5,a month ago
"Basic, clean, fast, quality Japanese food.  Fast service.  Good value for Soho. Recommend for lunch or as a pit stop.",5,a month ago
 ,5,a month ago
I think I probably ordered the wrong food as I got the salmon don and it was just ok even for the price. Most things are cheaper here but I guess I should try the katsu curry as it’s supposedly the best in London? It is very busy and they don’t have enough staff but you can see they do try their best to get to everyone.,3,a month ago
"Watch out for your belongings and jackets.

Had my canada goose jacket on a rack behind me whilst I ate. Went to pay the bill and the jacket had been stolen.

Restaurant has no insurance so could not help.

Be very careful here.",1,a month ago
 ,5,a month ago
Great authentic food.,5,a month ago
 ,4,a month ago
Great place with great food from Japan,5,a month ago
 ,5,a month ago
 ,5,a month ago
 ,5,a month ago
Been around for many years. Good quality food but little over priced.,5,a month ago
"One of, if not may favourite Japanese Restaurant in London. I walk in here and I think of one of my favourite places to eat in Tokyo, out of the way, lovely and homely. It is a bit moist in there during the summer. Otherwise it's perfect for getting that classic Japanese eat. Would recommend any time of the day, any time of the week",5,a month ago
 ,5,a month ago
Google tells me I have been here. I have walked past in on numerous occasions. Maybe I stopped outside to tie my shoe lace.  Please ignore the star rating as it probably does not reflect the actual ratings for the restaurant.,1,a month ago
Have seen this place busy many times. Finally went on Friday. It didn't disappoint. Delicious chicken katsu and nice service and atmosphere.,5,a month ago
"Unique,fair priced,nice atmosphere, I've had a very good dining experience, highly recommend",5,a month ago
 ,5,a month ago
 ,5,a month ago
"Tasty, fast and not too expensive",4,a month ago
 ,5,a month ago
"Had some delicious vegan diahes (tofu catsu curry, vege bunto box, sides and more). Great price. Kind staff. Quick service. Thanks so much",5,a month ago
 ,5,a month ago
 ,5,a month ago
 ,4,a month ago
 ,3,a month ago
 ,5,a month ago
 ,5,a month ago
 ,5,a month ago
 ,5,a month ago
Nice friendly staff and food is cheap and authentic. Would recommend!,5,a month ago
"Love this atmosphere, will definitely go back. The waiters all speak Japanese so it's nice for the people who wants to practice the language. The rooms are beautifully arranged and the food is really enjoyable. You can ask for am extra portion of rice for free if you're really hungry 🍣🍚🍲",4,a month ago
 ,5,a month ago
"If you like Japanese cuisine, then you must visit. Warm place and very polite staff",5,a month ago
I ate real Japanese food for the first time in London! Staff really nice and good environment to practice your Japanese.,5,a month ago
"Its a veey honest sushi restaurant that serves quality food at a pretty decent prices. They don't serve tuna as a way to protect and preserve it.

100% recommended",5,a month ago
 ,5,a month ago
Real taste of delicious Japanese food. Will come here if I am missing home. I like the Katsu don!,5,a month ago
Top quality Japanese food with corresponding good service,5,a month ago
 ,4,a month ago
Great place for authentic Japanese food and atmosphere,5,a month ago
Wonderful cosy restaurant. The service was very fast and the staff were helpful and friendly. The lunch deal is great (filling ahd good value for money). They also offer free snacks upon arrival and green tea which is a greatly appreciated addition. I ordered the Katsu which comes with rice and soup.,5,a month ago
 ,4,a month ago
The best! Amazing food and like being in Japan.,5,a month ago
 ,5,a month ago
 ,4,a month ago
A very good place to dine. Sushi is fresh and exquisitely prepared. Mis felicitaciones al chef.,5,a month ago
Very nice genuine japanish food,4,a month ago
Cozy and authentic Japanese food,5,a month ago
 ,4,a month ago
Tofu katsu curry is a must try dish,5,a month ago
 ,5,a month ago
"We went there on the 1st of Jan, we four had a wonderful time with yummy food and excellent service. Thank you guys.",5,a month ago
"Best salmon tataki ever, amazing authentic Japanese food. I had my doubts after visiting numerous other Japanese restaurants in Europe but Tokyo Diner did not disappoint. Slightly pricey but worth it if you’ve craving asian food in Europe!",5,a month ago
"(Translated by Google) Excellent not too expensive and very good. Fast services plan a little wait depending on the time to get a table

(Original)
Excellent pas trop cher et très bon. Services rapide prévoir un peu attente en fonction de l heure pour avoir une table",5,a month ago
 ,5,a month ago
"(Translated by Google) A place to melt

(Original)
مكان لصهر",4,a month ago
"Good food, friendly staff and fair prices. Sushi didn't blow me away but would go again.",4,a month ago
"(Translated by Google) delicious. The service is Japanese style.

(Original)
美味しい。サービスは日本流です❗",5,a month ago
"(Translated by Google) Very good I recommend

(Original)
Très bon je recommande",5,a month ago
 ,5,a month ago
Great atmosphere and straight forward food options that always leaves you satisfied. Definitely a favorite!,5,a month ago
 ,2,a month ago
 ,5,a month ago
"(Translated by Google) Simply amazing .. highly recommended :)

(Original)
Semplicemente strepitoso.. consigliatissimo :)",5,a month ago
 ,4,a month ago
 ,4,a month ago
 ,5,a month ago
"Came in with high expectations and I can't say they were met. It is important to emphasize this place is a diner, which means food is made in a way to make customers coming back for more. Does not contain rich restaurant style with …",4,a month ago
Chicken Katsu was very nice!,4,a month ago
"Cosy little place for a Japanese dinner. My friend had a katsu curry, I had salmon donburri. Nice food, great location.",4,a month ago
Original Japanese taste,4,a month ago
"One hour ago, we entered in this restaurant for eating. While we were standing and smiling, waiting for the waiter to place us, well she was talking to other waitress, not even looking at us. We waited for a few minutes and when we decided …",1,a month ago
"Excellent food, great quality of meal, fantastic décor, and for a very reasonable price. A real good find, this one!",5,a month ago
 ,5,a month ago
"Cheap, fast service, excellent food.
Their lunch deals in particular are amazing, esp considering the location!",5,a month ago
 ,4,2 months ago
"Nice Soba noddle soup, the noodles weren’t al Dante enough. A good salmon Nigiri and not so good squid nigiri.",4,2 months ago
"First of all, the staff’s service was fine. However I can not believe that people gave even five stars to this restaurant. To be honest, I would say this was the worst food I’ve ever eaten in London. I have a significant amount of …",1,2 months ago
Good quick japanese food in soho,4,2 months ago
"Totally uninspiring food, very disappointing.",2,2 months ago
"(Translated by Google) Great

(Original)
Ottimo",5,2 months ago
 ,4,2 months ago
Great food. Service could be better but still adequate. The queue is incredibly long.,4,2 months ago
 ,5,2 months ago
